station_id,available_time,valid_time,surface_temperature,air_temperature,dew_point_temperature,frost_point_temperature
14638,2023-07-06 11:41:42.659000 UTC,2023-07-06 11:38:00.000000 UTC,22.3,18.99,10.68,10.68
14635,2023-07-06 11:41:42.659000 UTC,2023-07-06 11:38:00.000000 UTC,23.1,17.29,11.56,11.56
14637,2023-07-06 11:45:02.605000 UTC,2023-07-06 11:41:00.000000 UTC,23.3,17.03,11.54,11.54
14636,2023-07-06 11:46:42.713000 UTC,2023-07-06 11:44:00.000000 UTC,21.0,17.31,11.8,11.8
14635,2023-07-06 11:51:42.648000 UTC,2023-07-06 11:48:00.000000 UTC,23.1,17.21,11.98,11.98
14638,2023-07-06 11:51:42.648000 UTC,2023-07-06 11:48:00.000000 UTC,22.2,18.89,10.44,10.44
14637,2023-07-06 11:55:02.567000 UTC,2023-07-06 11:51:00.000000 UTC,23.2,17.02,11.63,11.63
14636,2023-07-06 11:56:42.599000 UTC,2023-07-06 11:54:00.000000 UTC,20.9,17.22,12.03,12.03
14635,2023-07-06 12:01:42.891000 UTC,2023-07-06 11:58:00.000000 UTC,23.1,17.18,11.81,11.81
14638,2023-07-06 12:01:42.891000 UTC,2023-07-06 11:58:00.000000 UTC,21.9,18.31,11.34,11.34
14637,2023-07-06 12:05:02.555000 UTC,2023-07-06 12:01:00.000000 UTC,23.1,16.99,11.7,11.7
14636,2023-07-06 12:06:42.615000 UTC,2023-07-06 12:04:00.000000 UTC,20.8,17.17,12.05,12.05
14638,2023-07-06 12:11:42.825000 UTC,2023-07-06 12:08:00.000000 UTC,21.7,18.06,11.25,11.25
14635,2023-07-06 12:11:42.825000 UTC,2023-07-06 12:08:00.000000 UTC,23.0,17.23,11.61,11.61
14637,2023-07-06 12:15:02.734000 UTC,2023-07-06 12:11:00.000000 UTC,22.9,16.92,11.3,11.3
14636,2023-07-06 12:16:42.866000 UTC,2023-07-06 12:14:00.000000 UTC,20.6,17.03,11.43,11.43
14638,2023-07-06 12:21:42.738000 UTC,2023-07-06 12:18:00.000000 UTC,21.7,17.96,11.08,11.08
14635,2023-07-06 12:21:42.738000 UTC,2023-07-06 12:18:00.000000 UTC,22.8,17.2,11.61,11.61
14637,2023-07-06 12:25:02.550000 UTC,2023-07-06 12:21:00.000000 UTC,22.8,16.88,11.3,11.3
14636,2023-07-06 12:26:42.491000 UTC,2023-07-06 12:24:00.000000 UTC,20.5,16.78,11.43,11.43
14638,2023-07-06 12:31:42.741000 UTC,2023-07-06 12:28:00.000000 UTC,21.5,17.91,10.86,10.86
14635,2023-07-06 12:31:42.741000 UTC,2023-07-06 12:28:00.000000 UTC,22.7,17.15,11.5,11.5
14637,2023-07-06 12:35:03.044000 UTC,2023-07-06 12:31:00.000000 UTC,22.7,16.84,11.11,11.11
14636,2023-07-06 12:36:42.520000 UTC,2023-07-06 12:34:00.000000 UTC,20.4,16.64,11.76,11.76
14635,2023-07-06 12:41:42.645000 UTC,2023-07-06 12:38:00.000000 UTC,22.7,16.96,11.47,11.47
14638,2023-07-06 12:41:42.645000 UTC,2023-07-06 12:38:00.000000 UTC,21.7,17.98,10.74,10.74
14637,2023-07-06 12:45:02.515000 UTC,2023-07-06 12:41:00.000000 UTC,22.7,17.03,10.92,10.92
14636,2023-07-06 12:46:42.737000 UTC,2023-07-06 12:44:00.000000 UTC,20.4,16.54,11.81,11.81
14635,2023-07-06 12:51:42.617000 UTC,2023-07-06 12:48:00.000000 UTC,22.6,16.94,11.69,11.69
14638,2023-07-06 12:51:42.617000 UTC,2023-07-06 12:48:00.000000 UTC,21.7,18.1,10.78,10.78
14637,2023-07-06 12:55:02.800000 UTC,2023-07-06 12:51:00.000000 UTC,22.5,16.97,11.26,11.26
14636,2023-07-06 12:56:42.643000 UTC,2023-07-06 12:54:00.000000 UTC,20.5,16.55,11.91,11.91
14635,2023-07-06 13:01:42.708000 UTC,2023-07-06 12:58:00.000000 UTC,22.7,16.99,11.66,11.66
14638,2023-07-06 13:01:42.708000 UTC,2023-07-06 12:58:00.000000 UTC,21.7,18.04,10.7,10.7
14637,2023-07-06 13:05:02.672000 UTC,2023-07-06 13:01:00.000000 UTC,22.5,16.7,11.65,11.65
14636,2023-07-06 13:06:42.556000 UTC,2023-07-06 13:04:00.000000 UTC,20.4,16.55,11.93,11.93
14635,2023-07-06 13:11:42.636000 UTC,2023-07-06 13:08:00.000000 UTC,22.7,16.93,11.6,11.6
14638,2023-07-06 13:11:42.636000 UTC,2023-07-06 13:08:00.000000 UTC,21.8,18.05,10.72,10.72
14637,2023-07-06 13:15:02.664000 UTC,2023-07-06 13:11:00.000000 UTC,22.3,16.57,11.59,11.59
14636,2023-07-06 13:16:42.811000 UTC,2023-07-06 13:14:00.000000 UTC,20.4,16.68,11.84,11.84
14635,2023-07-06 13:21:42.748000 UTC,2023-07-06 13:18:00.000000 UTC,22.9,17.11,11.55,11.55
14638,2023-07-06 13:21:42.748000 UTC,2023-07-06 13:18:00.000000 UTC,21.9,18.01,10.81,10.81
14637,2023-07-06 13:25:02.493000 UTC,2023-07-06 13:21:00.000000 UTC,22.4,16.55,11.6,11.6
14636,2023-07-06 13:26:42.519000 UTC,2023-07-06 13:24:00.000000 UTC,20.4,16.64,11.84,11.84
14635,2023-07-06 13:31:42.694000 UTC,2023-07-06 13:28:00.000000 UTC,22.9,17.14,11.72,11.72
14638,2023-07-06 13:31:42.694000 UTC,2023-07-06 13:28:00.000000 UTC,21.8,18.11,10.92,10.92
14637,2023-07-06 13:35:02.499000 UTC,2023-07-06 13:31:00.000000 UTC,22.2,16.64,11.61,11.61
14636,2023-07-06 13:36:42.519000 UTC,2023-07-06 13:34:00.000000 UTC,20.4,16.67,11.79,11.79
14638,2023-07-06 13:41:42.542000 UTC,2023-07-06 13:38:00.000000 UTC,21.4,17.73,11.22,11.22
14635,2023-07-06 13:41:42.542000 UTC,2023-07-06 13:38:00.000000 UTC,23.2,17.02,11.91,11.91
14637,2023-07-06 13:45:02.513000 UTC,2023-07-06 13:41:00.000000 UTC,22.4,16.6,11.6,11.6
14636,2023-07-06 13:46:42.689000 UTC,2023-07-06 13:44:00.000000 UTC,20.5,16.8,11.99,11.99
14635,2023-07-06 13:51:42.737000 UTC,2023-07-06 13:48:00.000000 UTC,24.1,17.15,11.98,11.98
14638,2023-07-06 13:51:42.737000 UTC,2023-07-06 13:48:00.000000 UTC,21.8,17.75,11.43,11.43
14637,2023-07-06 13:55:02.481000 UTC,2023-07-06 13:51:00.000000 UTC,22.5,16.68,11.87,11.87
14636,2023-07-06 13:56:42.455000 UTC,2023-07-06 13:54:00.000000 UTC,20.5,16.84,12.06,12.06
14635,2023-07-06 14:01:42.717000 UTC,2023-07-06 13:58:00.000000 UTC,25.1,17.35,12.11,12.11
14638,2023-07-06 14:01:42.717000 UTC,2023-07-06 13:58:00.000000 UTC,23.8,18.15,11.57,11.57
14637,2023-07-06 14:05:02.676000 UTC,2023-07-06 14:01:00.000000 UTC,22.5,16.84,11.93,11.93
14636,2023-07-06 14:06:42.656000 UTC,2023-07-06 14:04:00.000000 UTC,20.6,16.97,12.13,12.13
14638,2023-07-06 14:11:42.726000 UTC,2023-07-06 14:08:00.000000 UTC,25.5,18.09,11.65,11.65
14635,2023-07-06 14:11:42.726000 UTC,2023-07-06 14:08:00.000000 UTC,25.8,17.52,12.19,12.19
14637,2023-07-06 14:15:02.654000 UTC,2023-07-06 14:11:00.000000 UTC,22.6,16.96,12.03,12.03
14636,2023-07-06 14:16:42.704000 UTC,2023-07-06 14:14:00.000000 UTC,21.0,17.3,12.32,12.32
14638,2023-07-06 14:21:42.913000 UTC,2023-07-06 14:18:00.000000 UTC,26.9,18.41,11.78,11.78
14635,2023-07-06 14:21:42.913000 UTC,2023-07-06 14:18:00.000000 UTC,26.2,17.69,12.14,12.14
14637,2023-07-06 14:25:02.575000 UTC,2023-07-06 14:21:00.000000 UTC,22.7,17.07,12.0,12.0
14636,2023-07-06 14:26:42.629000 UTC,2023-07-06 14:24:00.000000 UTC,24.0,17.57,12.27,12.27
14638,2023-07-06 14:31:42.696000 UTC,2023-07-06 14:28:00.000000 UTC,27.8,18.43,11.71,11.71
14635,2023-07-06 14:31:42.696000 UTC,2023-07-06 14:28:00.000000 UTC,25.4,17.74,12.14,12.14
14637,2023-07-06 14:35:02.507000 UTC,2023-07-06 14:31:00.000000 UTC,22.8,17.22,12.08,12.08
14636,2023-07-06 14:36:42.546000 UTC,2023-07-06 14:34:00.000000 UTC,24.6,17.73,11.27,11.27
14638,2023-07-06 14:41:42.631000 UTC,2023-07-06 14:38:00.000000 UTC,29.0,18.53,11.7,11.7
14635,2023-07-06 14:41:42.631000 UTC,2023-07-06 14:38:00.000000 UTC,26.0,17.95,11.36,11.36
14637,2023-07-06 14:45:02.651000 UTC,2023-07-06 14:41:00.000000 UTC,22.8,17.63,11.96,11.96
14636,2023-07-06 14:46:42.730000 UTC,2023-07-06 14:44:00.000000 UTC,25.4,17.69,11.18,11.18
14638,2023-07-06 14:51:42.880000 UTC,2023-07-06 14:48:00.000000 UTC,29.9,18.62,11.77,11.77
14635,2023-07-06 14:51:42.880000 UTC,2023-07-06 14:48:00.000000 UTC,26.4,17.89,11.3,11.3
14637,2023-07-06 14:55:02.632000 UTC,2023-07-06 14:51:00.000000 UTC,22.9,17.46,11.64,11.64
14636,2023-07-06 14:56:42.592000 UTC,2023-07-06 14:54:00.000000 UTC,26.2,17.89,11.0,11.0
14638,2023-07-06 15:01:42.723000 UTC,2023-07-06 14:58:00.000000 UTC,30.8,18.63,11.74,11.74
14635,2023-07-06 15:01:42.723000 UTC,2023-07-06 14:58:00.000000 UTC,25.2,18.09,11.4,11.4
14637,2023-07-06 15:05:02.619000 UTC,2023-07-06 15:01:00.000000 UTC,25.2,17.66,11.54,11.54
14636,2023-07-06 15:06:42.624000 UTC,2023-07-06 15:04:00.000000 UTC,27.6,17.98,11.31,11.31
14638,2023-07-06 15:11:42.694000 UTC,2023-07-06 15:08:00.000000 UTC,32.2,19.04,11.71,11.71
14635,2023-07-06 15:11:42.694000 UTC,2023-07-06 15:08:00.000000 UTC,25.1,18.32,11.16,11.16
14637,2023-07-06 15:15:02.578000 UTC,2023-07-06 15:11:00.000000 UTC,27.6,17.9,11.69,11.69
14636,2023-07-06 15:16:42.679000 UTC,2023-07-06 15:14:00.000000 UTC,28.0,18.24,11.64,11.64
14638,2023-07-06 15:21:42.879000 UTC,2023-07-06 15:18:00.000000 UTC,33.4,19.18,11.76,11.76
14635,2023-07-06 15:21:42.879000 UTC,2023-07-06 15:18:00.000000 UTC,25.5,18.37,11.69,11.69
14637,2023-07-06 15:25:02.572000 UTC,2023-07-06 15:21:00.000000 UTC,28.9,18.49,11.71,11.71
14636,2023-07-06 15:26:42.881000 UTC,2023-07-06 15:24:00.000000 UTC,28.9,18.46,11.62,11.62
14635,2023-07-06 15:31:42.852000 UTC,2023-07-06 15:28:00.000000 UTC,25.2,18.92,11.93,11.93
14638,2023-07-06 15:31:42.852000 UTC,2023-07-06 15:28:00.000000 UTC,34.1,19.19,11.41,11.41
14637,2023-07-06 15:35:02.358000 UTC,2023-07-06 15:31:00.000000 UTC,29.8,18.9,11.61,11.61
14636,2023-07-06 15:36:42.558000 UTC,2023-07-06 15:34:00.000000 UTC,29.7,18.64,11.89,11.89
14635,2023-07-06 15:41:42.613000 UTC,2023-07-06 15:38:00.000000 UTC,25.1,19.31,11.51,11.51
14638,2023-07-06 15:41:42.613000 UTC,2023-07-06 15:38:00.000000 UTC,33.1,19.57,11.64,11.64
14637,2023-07-06 15:45:02.556000 UTC,2023-07-06 15:41:00.000000 UTC,31.2,19.08,11.73,11.73
14636,2023-07-06 15:46:42.645000 UTC,2023-07-06 15:44:00.000000 UTC,30.1,18.7,11.73,11.73
14635,2023-07-06 15:51:42.597000 UTC,2023-07-06 15:48:00.000000 UTC,24.9,19.4,11.74,11.74
14638,2023-07-06 15:51:42.597000 UTC,2023-07-06 15:48:00.000000 UTC,33.0,19.61,11.7,11.7
14637,2023-07-06 15:55:02.564000 UTC,2023-07-06 15:51:00.000000 UTC,32.3,19.57,11.94,11.94
14636,2023-07-06 15:56:42.467000 UTC,2023-07-06 15:54:00.000000 UTC,30.9,18.96,11.78,11.78
14638,2023-07-06 16:01:42.605000 UTC,2023-07-06 15:58:00.000000 UTC,37.1,19.86,11.53,11.53
14635,2023-07-06 16:01:42.605000 UTC,2023-07-06 15:58:00.000000 UTC,25.1,19.59,11.93,11.93
14637,2023-07-06 16:05:02.467000 UTC,2023-07-06 16:01:00.000000 UTC,33.2,19.66,11.69,11.69
14636,2023-07-06 16:06:42.870000 UTC,2023-07-06 16:04:00.000000 UTC,30.3,19.15,11.77,11.77
14635,2023-07-06 16:11:42.684000 UTC,2023-07-06 16:08:00.000000 UTC,25.1,19.66,11.7,11.7
14638,2023-07-06 16:11:42.684000 UTC,2023-07-06 16:08:00.000000 UTC,37.4,19.69,11.42,11.42
14637,2023-07-06 16:15:02.529000 UTC,2023-07-06 16:11:00.000000 UTC,33.6,19.92,11.74,11.74
14636,2023-07-06 16:16:43.747000 UTC,2023-07-06 16:14:00.000000 UTC,27.7,19.16,11.72,11.72
14635,2023-07-06 16:21:42.932000 UTC,2023-07-06 16:18:00.000000 UTC,25.5,19.92,12.08,12.08
14638,2023-07-06 16:21:42.932000 UTC,2023-07-06 16:18:00.000000 UTC,38.6,19.95,11.5,11.5
14637,2023-07-06 16:25:02.582000 UTC,2023-07-06 16:21:00.000000 UTC,35.0,20.08,11.96,11.96
14636,2023-07-06 16:26:42.556000 UTC,2023-07-06 16:24:00.000000 UTC,25.4,19.36,11.91,11.91
14635,2023-07-06 16:31:42.637000 UTC,2023-07-06 16:28:00.000000 UTC,26.2,20.05,11.9,11.9
14638,2023-07-06 16:31:42.637000 UTC,2023-07-06 16:28:00.000000 UTC,39.1,20.67,11.8,11.8
14637,2023-07-06 16:35:02.508000 UTC,2023-07-06 16:31:00.000000 UTC,35.9,20.37,12.01,12.01
14636,2023-07-06 16:36:42.658000 UTC,2023-07-06 16:34:00.000000 UTC,24.8,19.68,12.1,12.1
14635,2023-07-06 16:41:42.846000 UTC,2023-07-06 16:38:00.000000 UTC,29.9,20.31,12.01,12.01
14638,2023-07-06 16:41:42.846000 UTC,2023-07-06 16:38:00.000000 UTC,39.9,20.87,11.82,11.82
14637,2023-07-06 16:45:02.615000 UTC,2023-07-06 16:41:00.000000 UTC,35.4,20.54,11.87,11.87
14636,2023-07-06 16:46:42.704000 UTC,2023-07-06 16:44:00.000000 UTC,24.4,19.75,12.16,12.16
14635,2023-07-06 16:51:42.602000 UTC,2023-07-06 16:48:00.000000 UTC,33.2,20.21,12.21,12.21
14638,2023-07-06 16:51:42.602000 UTC,2023-07-06 16:48:00.000000 UTC,39.6,20.58,11.93,11.93
14637,2023-07-06 16:55:02.484000 UTC,2023-07-06 16:51:00.000000 UTC,37.4,20.6,12.01,12.01
14636,2023-07-06 16:56:42.535000 UTC,2023-07-06 16:54:00.000000 UTC,24.1,19.93,12.32,12.32
14635,2023-07-06 17:01:42.729000 UTC,2023-07-06 16:58:00.000000 UTC,36.3,20.48,12.52,12.52
14638,2023-07-06 17:01:42.729000 UTC,2023-07-06 16:58:00.000000 UTC,41.2,20.8,11.97,11.97
14637,2023-07-06 17:05:02.745000 UTC,2023-07-06 17:01:00.000000 UTC,38.8,20.33,12.09,12.09
14636,2023-07-06 17:06:42.540000 UTC,2023-07-06 17:04:00.000000 UTC,24.0,20.33,12.57,12.57
14638,2023-07-06 17:11:42.521000 UTC,2023-07-06 17:08:00.000000 UTC,41.8,20.74,12.11,12.11
14635,2023-07-06 17:11:42.521000 UTC,2023-07-06 17:08:00.000000 UTC,38.0,20.73,12.6,12.6
14637,2023-07-06 17:15:02.700000 UTC,2023-07-06 17:11:00.000000 UTC,40.0,20.91,12.43,12.43
14636,2023-07-06 17:16:42.612000 UTC,2023-07-06 17:14:00.000000 UTC,23.9,20.66,12.7,12.7
14638,2023-07-06 17:21:42.571000 UTC,2023-07-06 17:18:00.000000 UTC,41.9,21.41,12.33,12.33
14635,2023-07-06 17:21:42.571000 UTC,2023-07-06 17:18:00.000000 UTC,38.9,20.77,12.73,12.73
14637,2023-07-06 17:25:02.393000 UTC,2023-07-06 17:21:00.000000 UTC,40.9,21.01,12.61,12.61
14636,2023-07-06 17:26:42.493000 UTC,2023-07-06 17:24:00.000000 UTC,24.1,20.83,12.97,12.97
14638,2023-07-06 17:31:42.710000 UTC,2023-07-06 17:28:00.000000 UTC,40.9,21.17,12.33,12.33
14635,2023-07-06 17:31:42.710000 UTC,2023-07-06 17:28:00.000000 UTC,39.8,20.86,12.92,12.92
14637,2023-07-06 17:35:02.621000 UTC,2023-07-06 17:31:00.000000 UTC,41.2,21.25,12.81,12.81
14636,2023-07-06 17:36:42.744000 UTC,2023-07-06 17:34:00.000000 UTC,23.8,20.87,12.67,12.67
14635,2023-07-06 17:41:42.565000 UTC,2023-07-06 17:38:00.000000 UTC,39.3,21.17,12.72,12.72
14638,2023-07-06 17:41:42.565000 UTC,2023-07-06 17:38:00.000000 UTC,38.0,21.36,12.38,12.38
14637,2023-07-06 17:45:02.391000 UTC,2023-07-06 17:41:00.000000 UTC,42.0,21.33,12.6,12.6
14636,2023-07-06 17:46:42.845000 UTC,2023-07-06 17:44:00.000000 UTC,24.0,21.1,13.04,13.04
14635,2023-07-06 17:51:42.517000 UTC,2023-07-06 17:48:00.000000 UTC,42.0,21.52,12.93,12.93
14638,2023-07-06 17:51:42.517000 UTC,2023-07-06 17:48:00.000000 UTC,41.6,21.55,12.42,12.42
14637,2023-07-06 17:55:02.444000 UTC,2023-07-06 17:51:00.000000 UTC,43.6,21.69,12.88,12.88
14636,2023-07-06 17:56:42.668000 UTC,2023-07-06 17:54:00.000000 UTC,23.8,21.27,12.99,12.99
14635,2023-07-06 18:01:42.807000 UTC,2023-07-06 17:58:00.000000 UTC,42.8,21.81,12.71,12.71
14638,2023-07-06 18:01:42.807000 UTC,2023-07-06 17:58:00.000000 UTC,43.5,21.71,12.47,12.47
14637,2023-07-06 18:05:02.559000 UTC,2023-07-06 18:01:00.000000 UTC,44.3,21.51,12.55,12.55
14636,2023-07-06 18:06:42.557000 UTC,2023-07-06 18:04:00.000000 UTC,23.7,21.38,12.53,12.53
14638,2023-07-06 18:11:42.535000 UTC,2023-07-06 18:08:00.000000 UTC,39.8,21.99,12.39,12.39
14635,2023-07-06 18:11:42.535000 UTC,2023-07-06 18:08:00.000000 UTC,43.3,21.89,12.55,12.55
14637,2023-07-06 18:15:02.650000 UTC,2023-07-06 18:11:00.000000 UTC,45.1,22.0,12.31,12.31
14636,2023-07-06 18:16:42.625000 UTC,2023-07-06 18:14:00.000000 UTC,23.9,21.85,12.67,12.67
14638,2023-07-06 18:21:42.700000 UTC,2023-07-06 18:18:00.000000 UTC,44.7,22.44,11.99,11.99
14635,2023-07-06 18:21:42.700000 UTC,2023-07-06 18:18:00.000000 UTC,44.8,22.68,12.72,12.72
14637,2023-07-06 18:25:02.440000 UTC,2023-07-06 18:21:00.000000 UTC,46.6,22.77,12.52,12.52
14636,2023-07-06 18:26:42.420000 UTC,2023-07-06 18:24:00.000000 UTC,24.1,22.03,12.51,12.51
14638,2023-07-06 18:31:42.812000 UTC,2023-07-06 18:28:00.000000 UTC,44.0,22.69,12.13,12.13
14635,2023-07-06 18:31:42.812000 UTC,2023-07-06 18:28:00.000000 UTC,45.7,22.91,13.21,13.21
14637,2023-07-06 18:35:02.728000 UTC,2023-07-06 18:31:00.000000 UTC,47.0,23.32,12.68,12.68
14636,2023-07-06 18:36:42.667000 UTC,2023-07-06 18:34:00.000000 UTC,24.3,22.17,12.54,12.54
14638,2023-07-06 18:41:42.524000 UTC,2023-07-06 18:38:00.000000 UTC,45.0,22.57,12.0,12.0
14635,2023-07-06 18:41:42.524000 UTC,2023-07-06 18:38:00.000000 UTC,45.8,23.0,12.59,12.59
14637,2023-07-06 18:45:02.601000 UTC,2023-07-06 18:41:00.000000 UTC,47.7,23.15,12.42,12.42
14636,2023-07-06 18:46:42.717000 UTC,2023-07-06 18:44:00.000000 UTC,24.3,22.58,12.58,12.58
14635,2023-07-06 18:51:42.721000 UTC,2023-07-06 18:48:00.000000 UTC,45.5,23.35,12.51,12.51
14638,2023-07-06 18:51:42.721000 UTC,2023-07-06 18:48:00.000000 UTC,45.5,22.92,11.9,11.9
14637,2023-07-06 18:55:02.427000 UTC,2023-07-06 18:51:00.000000 UTC,48.5,23.25,12.3,12.3
14636,2023-07-06 18:56:42.477000 UTC,2023-07-06 18:54:00.000000 UTC,24.2,22.61,12.12,12.12
14638,2023-07-06 19:01:42.652000 UTC,2023-07-06 18:58:00.000000 UTC,46.7,23.11,11.61,11.61
14635,2023-07-06 19:01:42.652000 UTC,2023-07-06 18:58:00.000000 UTC,47.5,23.4,12.43,12.43
14637,2023-07-06 19:05:02.486000 UTC,2023-07-06 19:01:00.000000 UTC,49.8,23.72,11.95,11.95
14636,2023-07-06 19:06:42.518000 UTC,2023-07-06 19:04:00.000000 UTC,24.6,23.03,12.38,12.38
14638,2023-07-06 19:11:42.479000 UTC,2023-07-06 19:08:00.000000 UTC,47.5,23.37,11.69,11.69
14635,2023-07-06 19:11:42.479000 UTC,2023-07-06 19:08:00.000000 UTC,48.3,23.89,12.37,12.37
14637,2023-07-06 19:15:02.689000 UTC,2023-07-06 19:11:00.000000 UTC,50.6,23.59,12.19,12.19
14636,2023-07-06 19:16:42.657000 UTC,2023-07-06 19:14:00.000000 UTC,25.2,23.19,12.35,12.35
14635,2023-07-06 19:21:42.756000 UTC,2023-07-06 19:18:00.000000 UTC,45.9,24.12,12.4,12.4
14638,2023-07-06 19:21:42.756000 UTC,2023-07-06 19:18:00.000000 UTC,44.3,24.19,11.79,11.79
14637,2023-07-06 19:25:02.550000 UTC,2023-07-06 19:21:00.000000 UTC,47.5,23.58,11.97,11.97
14636,2023-07-06 19:26:42.594000 UTC,2023-07-06 19:24:00.000000 UTC,25.4,23.58,12.53,12.53
14638,2023-07-06 19:31:42.704000 UTC,2023-07-06 19:28:00.000000 UTC,49.4,23.98,11.95,11.95
14635,2023-07-06 19:31:42.704000 UTC,2023-07-06 19:28:00.000000 UTC,48.6,24.53,12.49,12.49
14637,2023-07-06 19:35:02.606000 UTC,2023-07-06 19:31:00.000000 UTC,47.8,24.06,12.12,12.12
14636,2023-07-06 19:36:42.784000 UTC,2023-07-06 19:34:00.000000 UTC,25.2,23.7,12.52,12.52
14638,2023-07-06 19:41:42.669000 UTC,2023-07-06 19:38:00.000000 UTC,50.8,24.69,11.62,11.62
14635,2023-07-06 19:41:42.669000 UTC,2023-07-06 19:38:00.000000 UTC,50.4,25.17,13.08,13.08
14637,2023-07-06 19:45:02.538000 UTC,2023-07-06 19:41:00.000000 UTC,52.7,23.99,12.1,12.1
14636,2023-07-06 19:46:42.625000 UTC,2023-07-06 19:44:00.000000 UTC,25.2,24.38,12.32,12.32
14638,2023-07-06 19:51:42.708000 UTC,2023-07-06 19:48:00.000000 UTC,50.9,25.38,11.81,11.81
14635,2023-07-06 19:51:42.708000 UTC,2023-07-06 19:48:00.000000 UTC,50.4,25.51,12.63,12.63
14637,2023-07-06 19:55:02.410000 UTC,2023-07-06 19:51:00.000000 UTC,53.5,25.05,11.95,11.95
14636,2023-07-06 19:56:42.562000 UTC,2023-07-06 19:54:00.000000 UTC,25.2,24.7,12.16,12.16
14638,2023-07-06 20:01:42.787000 UTC,2023-07-06 19:58:00.000000 UTC,50.6,24.83,11.43,11.43
14635,2023-07-06 20:01:42.787000 UTC,2023-07-06 19:58:00.000000 UTC,51.1,25.99,12.44,12.44
14637,2023-07-06 20:05:02.356000 UTC,2023-07-06 20:01:00.000000 UTC,53.7,24.91,11.81,11.81
14636,2023-07-06 20:06:42.530000 UTC,2023-07-06 20:04:00.000000 UTC,25.6,24.97,11.62,11.62
14635,2023-07-06 20:11:42.574000 UTC,2023-07-06 20:08:00.000000 UTC,51.5,25.54,11.89,11.89
14638,2023-07-06 20:11:42.574000 UTC,2023-07-06 20:08:00.000000 UTC,51.1,25.29,11.12,11.12
14637,2023-07-06 20:15:02.654000 UTC,2023-07-06 20:11:00.000000 UTC,54.4,25.34,11.23,11.23
14636,2023-07-06 20:16:42.746000 UTC,2023-07-06 20:14:00.000000 UTC,27.7,25.19,11.56,11.56
14638,2023-07-06 20:21:42.715000 UTC,2023-07-06 20:18:00.000000 UTC,48.1,25.58,10.68,10.68
14635,2023-07-06 20:21:42.715000 UTC,2023-07-06 20:18:00.000000 UTC,51.5,25.65,11.46,11.46
14637,2023-07-06 20:25:02.379000 UTC,2023-07-06 20:21:00.000000 UTC,50.8,25.91,11.05,11.05
14636,2023-07-06 20:26:42.429000 UTC,2023-07-06 20:24:00.000000 UTC,35.9,25.25,11.5,11.5
14638,2023-07-06 20:31:42.623000 UTC,2023-07-06 20:28:00.000000 UTC,49.6,25.87,11.38,11.38
14635,2023-07-06 20:31:42.623000 UTC,2023-07-06 20:28:00.000000 UTC,51.4,25.75,11.43,11.43
14637,2023-07-06 20:35:02.434000 UTC,2023-07-06 20:31:00.000000 UTC,53.5,25.73,11.78,11.78
14636,2023-07-06 20:36:42.563000 UTC,2023-07-06 20:34:00.000000 UTC,40.6,25.68,11.74,11.74
14635,2023-07-06 20:41:42.442000 UTC,2023-07-06 20:38:00.000000 UTC,52.9,26.69,11.5,11.5
14638,2023-07-06 20:41:42.442000 UTC,2023-07-06 20:38:00.000000 UTC,51.8,26.17,11.49,11.49
14637,2023-07-06 20:45:02.377000 UTC,2023-07-06 20:41:00.000000 UTC,54.9,26.06,11.7,11.7
14636,2023-07-06 20:46:42.695000 UTC,2023-07-06 20:44:00.000000 UTC,43.2,25.88,11.07,11.07
14635,2023-07-06 20:51:42.510000 UTC,2023-07-06 20:48:00.000000 UTC,53.2,26.55,11.22,11.22
14638,2023-07-06 20:51:42.510000 UTC,2023-07-06 20:48:00.000000 UTC,52.9,26.06,10.84,10.84
14637,2023-07-06 20:55:02.293000 UTC,2023-07-06 20:51:00.000000 UTC,55.8,26.5,11.62,11.62
14636,2023-07-06 20:56:42.415000 UTC,2023-07-06 20:54:00.000000 UTC,45.1,26.23,11.04,11.04
14635,2023-07-06 21:01:42.469000 UTC,2023-07-06 20:58:00.000000 UTC,53.7,27.38,11.01,11.01
14638,2023-07-06 21:01:42.469000 UTC,2023-07-06 20:58:00.000000 UTC,53.5,26.18,10.39,10.39
14637,2023-07-06 21:05:02.590000 UTC,2023-07-06 21:01:00.000000 UTC,56.5,26.82,11.21,11.21
14636,2023-07-06 21:06:42.651000 UTC,2023-07-06 21:04:00.000000 UTC,46.0,26.59,10.54,10.54
14638,2023-07-06 21:11:42.560000 UTC,2023-07-06 21:08:00.000000 UTC,54.2,26.85,10.39,10.39
14635,2023-07-06 21:11:42.560000 UTC,2023-07-06 21:08:00.000000 UTC,54.1,26.73,10.63,10.63
14637,2023-07-06 21:15:02.616000 UTC,2023-07-06 21:11:00.000000 UTC,55.7,27.22,10.72,10.72
14636,2023-07-06 21:16:42.710000 UTC,2023-07-06 21:14:00.000000 UTC,43.1,26.77,10.69,10.69
14638,2023-07-06 21:21:42.645000 UTC,2023-07-06 21:18:00.000000 UTC,47.5,27.18,10.15,10.15
14635,2023-07-06 21:21:42.645000 UTC,2023-07-06 21:18:00.000000 UTC,48.1,26.83,10.81,10.81
14637,2023-07-06 21:25:02.418000 UTC,2023-07-06 21:21:00.000000 UTC,54.8,27.16,10.71,10.71
14636,2023-07-06 21:28:22.381000 UTC,2023-07-06 21:24:00.000000 UTC,39.2,26.29,11.14,11.14
